<<<<<<< HEAD
At 3/6/2018 2:55:07 PM (0), Service Start
At 3/6/2018 2:57:45 PM (0), 下载图片
At 3/6/2018 2:57:45 PM (0), 下载图片
At 3/6/2018 2:57:46 PM (0), 下载图片
At 3/6/2018 2:57:46 PM (0), 下载图片
At 3/6/2018 2:57:46 PM (0), 下载图片
At 3/6/2018 2:57:46 PM (0), 下载图片
At 3/6/2018 2:57:47 PM (0), 下载图片
At 3/6/2018 2:57:47 PM (0), 下载图片
At 3/6/2018 2:57:47 PM (0), 下载图片
At 3/6/2018 2:57:48 PM (0), 下载图片
At 3/6/2018 2:57:48 PM (0), 下载图片
At 3/6/2018 2:57:48 PM (0), 下载图片
At 3/6/2018 2:57:49 PM (0), 下载图片
At 3/6/2018 2:57:49 PM (0), 下载图片
At 3/6/2018 2:57:49 PM (0), 下载图片
At 3/6/2018 2:57:50 PM (0), 下载图片
At 3/6/2018 2:57:50 PM (0), 下载图片
At 3/6/2018 2:57:50 PM (0), 下载图片
At 3/6/2018 2:57:51 PM (0), 下载图片
At 3/6/2018 2:57:51 PM (0), 下载图片
At 3/6/2018 2:57:52 PM (0), 下载图片
At 3/6/2018 2:57:52 PM (0), 下载图片
At 3/6/2018 2:57:52 PM (0), 下载图片
At 3/6/2018 2:57:53 PM (0), 下载图片
At 3/6/2018 2:57:53 PM (0), 下载图片
At 3/6/2018 2:57:53 PM (0), 下载图片
At 3/6/2018 2:57:54 PM (0), 下载图片
At 3/6/2018 2:57:54 PM (0), 下载图片
At 3/6/2018 2:57:54 PM (0), 下载图片
At 3/6/2018 2:57:55 PM (0), 下载图片
At 3/6/2018 2:57:55 PM (0), 下载图片
At 3/6/2018 2:57:56 PM (0), 下载图片
At 3/6/2018 2:57:56 PM (0), 下载图片
At 3/6/2018 2:57:56 PM (0), 下载图片
At 3/6/2018 2:57:56 PM (0), 下载图片
At 3/6/2018 2:57:57 PM (0), 下载图片
At 3/6/2018 2:57:57 PM (0), 下载图片
At 3/6/2018 2:57:57 PM (0), 下载图片
At 3/6/2018 2:57:58 PM (0), 下载图片
At 3/6/2018 2:57:58 PM (0), 下载图片
At 3/6/2018 2:57:58 PM (0), 下载图片
At 3/6/2018 2:57:59 PM (0), 下载图片
At 3/6/2018 2:57:59 PM (0), 下载图片
At 3/6/2018 2:57:59 PM (0), 下载图片
At 3/6/2018 2:57:59 PM (0), 下载图片
At 3/6/2018 2:58:00 PM (0), 下载图片
At 3/6/2018 2:58:00 PM (0), 下载图片
At 3/6/2018 2:58:01 PM (0), 下载图片
At 3/6/2018 2:58:01 PM (0), 下载图片
At 3/6/2018 2:58:01 PM (0), 下载图片
At 3/6/2018 2:58:01 PM (0), 下载图片
At 3/6/2018 2:58:02 PM (0), 下载图片
At 3/6/2018 2:58:02 PM (0), 下载图片
At 3/6/2018 2:58:02 PM (0), 下载图片
At 3/6/2018 2:58:03 PM (0), 下载图片
At 3/6/2018 2:58:03 PM (0), 下载图片
At 3/6/2018 2:58:03 PM (0), 下载图片
At 3/6/2018 2:58:04 PM (0), 下载图片
At 3/6/2018 2:58:04 PM (0), 下载图片
At 3/6/2018 2:58:04 PM (0), 下载图片
At 3/6/2018 2:58:05 PM (0), 下载图片
At 3/6/2018 2:58:05 PM (0), 下载图片
At 3/6/2018 2:58:05 PM (0), 下载图片
At 3/6/2018 2:58:06 PM (0), 下载图片
At 3/6/2018 2:58:06 PM (0), 下载图片
At 3/6/2018 2:58:06 PM (0), 下载图片
At 3/6/2018 2:58:07 PM (0), 下载图片
At 3/6/2018 2:58:07 PM (0), 下载图片
At 3/6/2018 2:58:07 PM (0), 下载图片
At 3/6/2018 2:58:07 PM (0), 47收录的条数
At 3/6/2018 2:58:07 PM (0), notification toemail:autoedm@reasonable.cn
At 3/6/2018 2:58:07 PM (0), System.InvalidOperationException: Sequence contains no elements
   at System.Linq.Enumerable.Single[TSource](IEnumerable`1 source)
   at Analysis.EFHelper.GetCategoryId(Int32 siteId, String categoryName) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 916
   at Analysis.EFHelper.insertK11Products(List`1 listProducts, String categoryName, String section, String planType, Int32 productCount, Int32 siteId, Int32 issueId) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 4477
   at Analysis.K11forFBSeo.Start(Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 32
   at Analysis.MainStart.Start(String dllType, Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories, String subject, Int32 productCount, String utmCode) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\MainStart.vb:line 53
   at EmailAlerter.AutoModel.GetRssSubscriptionAndInsertAndSentEmail(List`1 logList) in F:\gitPRO\K11SEO\EmailAlerterFacebook\EmailAlerter\EmailAlerter\EmailAlerter\AutoModel.vb:line 90
At 3/6/2018 2:58:07 PM (0), notification toemail:autoedm@reasonable.cn
At 3/6/2018 2:58:07 PM (0), System.Exception: System.InvalidOperationException: Sequence contains no elements
   at System.Linq.Enumerable.Single[TSource](IEnumerable`1 source)
   at Analysis.EFHelper.GetCategoryId(Int32 siteId, String categoryName) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 916
   at Analysis.EFHelper.insertK11Products(List`1 listProducts, String categoryName, String section, String planType, Int32 productCount, Int32 siteId, Int32 issueId) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 4477
   at Analysis.K11forFBSeo.Start(Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 32
   at Analysis.MainStart.Start(String dllType, Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories, String subject, Int32 productCount, String utmCode) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\MainStart.vb:line 53
   at EmailAlerter.AutoModel.GetRssSubscriptionAndInsertAndSentEmail(List`1 logList) in F:\gitPRO\K11SEO\EmailAlerterFacebook\EmailAlerter\EmailAlerter\EmailAlerter\AutoModel.vb:line 90
   at EmailAlerter.AutoModel.GetRssSubscriptionAndInsertAndSentEmail(List`1 logList) in F:\gitPRO\K11SEO\EmailAlerterFacebook\EmailAlerter\EmailAlerter\EmailAlerter\AutoModel.vb:line 96
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:07 PM (0), 插入Issue
At 3/6/2018 2:59:07 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:08 PM (0), 插入Issue
At 3/6/2018 2:59:08 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 插入Issue
At 3/6/2018 2:59:09 PM (0), 插入Issue成功
At 3/6/2018 2:59:09 PM (0), 进入Analysis
At 3/6/2018 2:59:09 PM (0), facebook
At 3/6/2018 2:59:09 PM (0), HO测试2
At 3/6/2018 2:59:09 PM (0), 进入k11
At 3/6/2018 2:59:09 PM (0), filepathC:\www\K11\FacebookSEO\
At 3/6/2018 2:59:09 PM (0), fileNamefbImage
At 3/6/2018 2:59:09 PM (0), K11 start
At 3/6/2018 2:59:09 PM (0), https://graph.facebook.com/Easy123DiningCookingStudio?access_token=EAAMa6UvdD2gBANGX56FLAzUhukJ93nCKUnqTHw4vrCZCirrNlgwZBeSkbB66FpCvNNINS1ZBZBu1YFJAfaLjwTnkadSdjKESzWaxXET8qZCEt9Pd565xedehGKAvqZCUzee7MtbufheC8BS35y1oHipTJOs9rDUxAZD&fields=posts.limit(50)&format=json
At 3/6/2018 2:59:10 PM (0), 下载图片
At 3/6/2018 2:59:10 PM (0), 下载图片
At 3/6/2018 2:59:10 PM (0), 下载图片
At 3/6/2018 2:59:10 PM (0), 下载图片
At 3/6/2018 2:59:11 PM (0), 下载图片
At 3/6/2018 2:59:11 PM (0), 下载图片
At 3/6/2018 2:59:11 PM (0), 下载图片
At 3/6/2018 2:59:12 PM (0), 下载图片
At 3/6/2018 2:59:12 PM (0), 下载图片
At 3/6/2018 2:59:12 PM (0), 下载图片
At 3/6/2018 2:59:12 PM (0), 下载图片
At 3/6/2018 2:59:13 PM (0), 下载图片
At 3/6/2018 2:59:13 PM (0), 下载图片
At 3/6/2018 2:59:14 PM (0), 下载图片
At 3/6/2018 2:59:14 PM (0), 下载图片
At 3/6/2018 2:59:14 PM (0), 下载图片
At 3/6/2018 2:59:15 PM (0), 下载图片
At 3/6/2018 2:59:15 PM (0), 下载图片
At 3/6/2018 2:59:16 PM (0), 下载图片
At 3/6/2018 2:59:16 PM (0), 下载图片
At 3/6/2018 2:59:16 PM (0), 下载图片
At 3/6/2018 2:59:17 PM (0), 下载图片
At 3/6/2018 2:59:17 PM (0), 下载图片
At 3/6/2018 2:59:17 PM (0), 下载图片
At 3/6/2018 2:59:18 PM (0), 下载图片
At 3/6/2018 2:59:18 PM (0), 下载图片
At 3/6/2018 2:59:18 PM (0), 下载图片
At 3/6/2018 2:59:19 PM (0), 下载图片
At 3/6/2018 2:59:19 PM (0), 下载图片
At 3/6/2018 2:59:19 PM (0), 下载图片
At 3/6/2018 2:59:19 PM (0), 下载图片
At 3/6/2018 2:59:20 PM (0), 下载图片
At 3/6/2018 2:59:20 PM (0), 下载图片
At 3/6/2018 2:59:20 PM (0), 下载图片
At 3/6/2018 2:59:21 PM (0), 下载图片
At 3/6/2018 2:59:21 PM (0), 下载图片
At 3/6/2018 2:59:22 PM (0), 下载图片
At 3/6/2018 2:59:22 PM (0), 下载图片
At 3/6/2018 2:59:22 PM (0), 下载图片
At 3/6/2018 2:59:23 PM (0), 下载图片
At 3/6/2018 2:59:23 PM (0), 下载图片
At 3/6/2018 2:59:23 PM (0), 下载图片
At 3/6/2018 2:59:24 PM (0), 下载图片
At 3/6/2018 2:59:24 PM (0), 下载图片
At 3/6/2018 2:59:24 PM (0), 下载图片
At 3/6/2018 2:59:24 PM (0), 下载图片
At 3/6/2018 2:59:25 PM (0), 下载图片
At 3/6/2018 2:59:25 PM (0), 下载图片
At 3/6/2018 2:59:25 PM (0), 下载图片
At 3/6/2018 2:59:26 PM (0), 下载图片
At 3/6/2018 2:59:26 PM (0), 下载图片
At 3/6/2018 2:59:26 PM (0), 下载图片
At 3/6/2018 2:59:27 PM (0), 下载图片
At 3/6/2018 2:59:27 PM (0), 下载图片
At 3/6/2018 2:59:28 PM (0), 下载图片
At 3/6/2018 2:59:28 PM (0), 下载图片
At 3/6/2018 2:59:29 PM (0), 下载图片
At 3/6/2018 2:59:29 PM (0), 下载图片
At 3/6/2018 2:59:29 PM (0), 下载图片
At 3/6/2018 2:59:29 PM (0), 下载图片
At 3/6/2018 2:59:30 PM (0), 下载图片
At 3/6/2018 2:59:30 PM (0), 下载图片
At 3/6/2018 2:59:30 PM (0), 下载图片
At 3/6/2018 2:59:31 PM (0), 下载图片
At 3/6/2018 2:59:33 PM (0), 下载图片
At 3/6/2018 2:59:33 PM (0), 下载图片
At 3/6/2018 2:59:33 PM (0), 下载图片
At 3/6/2018 2:59:34 PM (0), 下载图片
At 3/6/2018 2:59:34 PM (0), System.NullReferenceException: Object reference not set to an instance of an object.
   at Analysis.K11forFBSeo.FetchfbPosts(String fbPageName, Int32 limit, String accessToken, Int32 siteID) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 90
At 3/6/2018 2:59:34 PM (0), 下载图片
At 3/6/2018 2:59:34 PM (0), 下载图片
At 3/6/2018 2:59:35 PM (0), 下载图片
At 3/6/2018 2:59:35 PM (0), 下载图片
At 3/6/2018 2:59:35 PM (0), 下载图片
At 3/6/2018 2:59:36 PM (0), 下载图片
At 3/6/2018 2:59:36 PM (0), 下载图片
At 3/6/2018 2:59:36 PM (0), 下载图片
At 3/6/2018 2:59:36 PM (0), 38收录的条数
At 3/6/2018 2:59:36 PM (0), notification toemail:autoedm@reasonable.cn
At 3/6/2018 2:59:36 PM (0), System.InvalidOperationException: Sequence contains no elements
   at System.Linq.Enumerable.Single[TSource](IEnumerable`1 source)
   at Analysis.EFHelper.GetCategoryId(Int32 siteId, String categoryName) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 916
   at Analysis.EFHelper.insertK11Products(List`1 listProducts, String categoryName, String section, String planType, Int32 productCount, Int32 siteId, Int32 issueId) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 4477
   at Analysis.K11forFBSeo.Start(Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 32
   at Analysis.MainStart.Start(String dllType, Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories, String subject, Int32 productCount, String utmCode) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\MainStart.vb:line 53
   at EmailAlerter.AutoModel.GetRssSubscriptionAndInsertAndSentEmail(List`1 logList) in F:\gitPRO\K11SEO\EmailAlerterFacebook\EmailAlerter\EmailAlerter\EmailAlerter\AutoModel.vb:line 90
At 3/6/2018 2:59:36 PM (0), notification toemail:autoedm@reasonable.cn
At 3/6/2018 2:59:36 PM (0), System.Exception: System.InvalidOperationException: Sequence contains no elements
   at System.Linq.Enumerable.Single[TSource](IEnumerable`1 source)
   at Analysis.EFHelper.GetCategoryId(Int32 siteId, String categoryName) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 916
   at Analysis.EFHelper.insertK11Products(List`1 listProducts, String categoryName, String section, String planType, Int32 productCount, Int32 siteId, Int32 issueId) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\EFHelper.vb:line 4477
   at Analysis.K11forFBSeo.Start(Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 32
   at Analysis.MainStart.Start(String dllType, Int32 IssueID, Int32 siteId, String planType, Int32 splitContactCount, String spreadLogin, String appId, String url, String categories, String subject, Int32 productCount, String utmCode) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\MainStart.vb:line 53
   at EmailAlerter.AutoModel.GetRssSubscriptionAndInsertAndSentEmail(List`1 logList) in F:\gitPRO\K11SEO\EmailAlerterFacebook\EmailAlerter\EmailAlerter\EmailAlerter\AutoModel.vb:line 90
   at EmailAlerter.AutoModel.GetRssSubscriptionAndInsertAndSentEmail(List`1 logList) in F:\gitPRO\K11SEO\EmailAlerterFacebook\EmailAlerter\EmailAlerter\EmailAlerter\AutoModel.vb:line 96
At 3/6/2018 3:13:22 PM (0), Service Start
At 3/6/2018 3:14:23 PM (0), 插入Issue
At 3/6/2018 3:14:23 PM (0), 插入Issue成功
At 3/6/2018 3:14:23 PM (0), 插入Issue
At 3/6/2018 3:14:23 PM (0), 插入Issue成功
At 3/6/2018 3:14:23 PM (0), 插入Issue
At 3/6/2018 3:14:23 PM (0), 插入Issue成功
At 3/6/2018 3:14:23 PM (0), 插入Issue
At 3/6/2018 3:14:23 PM (0), 插入Issue成功
At 3/6/2018 3:14:23 PM (0), 进入Analysis
At 3/6/2018 3:14:23 PM (0), facebook
At 3/6/2018 3:14:23 PM (0), HO测试2
At 3/6/2018 3:14:23 PM (0), 进入k11
At 3/6/2018 3:14:24 PM (0), filepathC:\www\K11\FacebookSEO\
At 3/6/2018 3:14:24 PM (0), fileNamefbImage
At 3/6/2018 3:14:24 PM (0), K11 start
At 3/6/2018 3:14:24 PM (0), https://graph.facebook.com/eightnhalf?access_token=EAAMa6UvdD2gBAC1PZAlRodVq7UhFFOQnfaW4ehwpcZAoUMpeAqyvel5JL4TEIkN5Mpge28Rf9PVN72aXdmgz6dKJf99HZChSA6NkagHZCegHMzKZB56zG3s3S0HOlZAxhukxFNUwkyjG7D2J3d1eDTyMYJC0i3lc8ZA1XaGgrY9ogZDZD&fields=posts.limit(50)&format=json
At 3/6/2018 3:14:26 PM (0), 下载图片
At 3/6/2018 3:14:26 PM (0), 下载图片
At 3/6/2018 3:14:28 PM (0), 下载图片
At 3/6/2018 3:14:28 PM (0), 下载图片
At 3/6/2018 3:14:28 PM (0), 下载图片
At 3/6/2018 3:14:29 PM (0), 下载图片
At 3/6/2018 3:14:29 PM (0), 下载图片
At 3/6/2018 3:14:29 PM (0), 下载图片
At 3/6/2018 3:14:29 PM (0), System.NullReferenceException: Object reference not set to an instance of an object.
   at Analysis.K11forFBSeo.FetchfbPosts(String fbPageName, Int32 limit, String accessToken, Int32 siteID) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 90
At 3/6/2018 3:14:30 PM (0), 下载图片
At 3/6/2018 3:14:30 PM (0), 下载图片
At 3/6/2018 3:14:31 PM (0), 下载图片
At 3/6/2018 3:14:31 PM (0), 下载图片
At 3/6/2018 3:14:32 PM (0), 下载图片
At 3/6/2018 3:14:32 PM (0), 下载图片
At 3/6/2018 3:14:33 PM (0), 下载图片
At 3/6/2018 3:14:33 PM (0), 下载图片
At 3/6/2018 3:14:34 PM (0), 下载图片
At 3/6/2018 3:14:35 PM (0), 下载图片
At 3/6/2018 3:14:35 PM (0), System.NullReferenceException: Object reference not set to an instance of an object.
   at Analysis.K11forFBSeo.FetchfbPosts(String fbPageName, Int32 limit, String accessToken, Int32 siteID) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 90
At 3/6/2018 3:14:35 PM (0), System.NullReferenceException: Object reference not set to an instance of an object.
   at Analysis.K11forFBSeo.FetchfbPosts(String fbPageName, Int32 limit, String accessToken, Int32 siteID) in F:\gitPRO\K11SEO\FacebookSEO\Analysis\K11forFBSeo.vb:line 90
At 3/6/2018 3:14:35 PM (0), 下载图片
At 3/6/2018 3:14:36 PM (0), 下载图片
At 3/6/2018 3:14:37 PM (0), 下载图片
At 3/6/2018 3:14:37 PM (0), 下载图片
At 3/6/2018 3:14:37 PM (0), 下载图片
At 3/6/2018 3:14:38 PM (0), 下载图片
At 3/6/2018 3:14:38 PM (0), 下载图片
At 3/6/2018 3:14:39 PM (0), 下载图片
At 3/6/2018 3:14:39 PM (0), 下载图片
At 3/6/2018 3:14:39 PM (0), 下载图片
